date_time,Ballarat,Bendigo Loddon,Central Highlands,Central Murray,Geelong and the Bellarine,Gippsland,Goulburn,Great Ocean Road,High Country,Lakes,Macedon,Mallee,Melbourne,Melbourne East,Murray East,Peninsula,Phillip Island,Spa Country,Upper Yarra,Western Grampians,Wimmera
1998-01-01,182.2393415,231.6859767,88.9073257,196.2987216,255.4448317,382.6089559,153.3985155,739.3509748000001,320.5045785,211.8358915,24.7908908,182.084599,1578.5484092000002,86.8529584,22.3171904,694.723679,364.0432876,86.1960064,102.79102230000001,86.9965908,18.804743199999997
1998-04-01,137.56653870000002,221.58079850000001,105.1577307,198.161741,191.6659419,267.9783158,177.7257507,357.58990159999996,355.46774339999996,245.94517390000001,54.5716874,186.3264193,1506.0713513,58.9329861,30.996086,246.6306293,166.2436448,74.3568902,74.85513610000001,84.93997719999999,52.4823113
1998-07-01,117.6427614,128.0549545,98.7569751,112.972132,217.11017099999998,257.23681,157.50367369999998,342.3217581,356.6567003,197.9980479,21.6067482,187.3470767,1522.2149545,66.8169888,30.265351199999998,183.43085680000002,83.03282329999999,60.778546399999996,59.46540529999999,79.9748837,35.657550799999996
1998-10-01,136.07272360000002,186.6539267,144.4065475,220.75438860000003,198.4709306,227.1874025,148.5908953,441.3926953,233.8696716,142.1201144,47.607343,204.8341187,1511.1824341,59.9637631,32.335719600000004,299.0163415,215.6778908,46.0132844,35.2388548,116.2356168,27.2044548
1999-01-01,156.456242,177.4418575,102.3080637,210.9634584,349.2653075,322.1396739,99.59140740000001,604.5171708,286.8641361,152.4505585,52.133306399999995,153.66699649999998,1449.1223592000001,44.5794309,29.14554,564.8704339999999,263.7101412,65.2991686,67.8234568,101.7656351,50.2198509
1999-04-01,150.6452191,162.0205,107.3355032,145.0028705,204.2075562,246.4037647,111.63202369999999,407.9657872,358.12278319999996,134.7643692,40.3371302,200.5310665,1441.9732019,96.4033057,25.871326,247.3675241,189.262417,81.87644039999999,104.5851179,82.1523158,23.250678399999998
1999-07-01,115.5969719,168.0918952,104.57338630000001,204.1261265,134.19305500000002,183.18120019999998,114.7488644,316.4206879,255.2568889,98.1130458,74.74188699999999,187.0715012,1267.4295268,67.5768937,16.469478000000002,144.7363119,119.63907019999999,30.1203146,77.4584304,66.9510501,37.1044533
1999-10-01,131.4338439,195.4392793,129.3354528,174.7309764,158.0760092,209.7929293,97.88786809999999,358.8173118,286.0620803,160.12904260000002,40.2030577,171.6667018,1375.8628686000002,74.18033349999999,35.9389366,247.705352,131.4763583,45.6865892,33.182256100000004,102.4822964,41.332933999999995
2000-01-01,141.0341915,344.3747217,85.7849858,265.15552560000003,292.9535053,283.0142694,127.2709097,684.4210975,232.1064654,237.47342099999997,42.0347413,194.0108938,1612.5143091999998,68.2713147,28.1266751,424.60013710000004,246.43226069999997,80.6863693,81.0472671,67.1340274,28.410199
2000-04-01,169.7059983,242.5910445,122.6190321,144.7301396,217.1890113,210.7751965,70.773189,340.94642799999997,370.7249086,161.14009479999999,21.9805052,170.4714348,1501.9973776,70.6943181,18.9891392,269.7377639,163.1475647,79.7210176,60.27712400000001,66.35533649999999,27.3376579
2000-07-01,115.0905463,175.76003079999998,94.9680851,150.8485533,183.2194993,220.5841147,80.16104039999999,312.1217269,348.1725668,119.0713013,66.60071549999999,209.6968554,1454.1543578,50.4728674,11.5739058,155.5748809,145.9726434,42.6800133,59.08275760000001,88.9382383,37.647450899999995
2000-10-01,176.53414229999998,207.588879,96.2100776,140.0521844,268.3439169,312.3967348,96.6760077,395.7936649,232.6831949,166.4371103,34.784196,224.3424061,1638.5953484000001,81.19457159999999,27.9070756,270.6726412,198.23159900000002,77.15196069999999,84.8233608,39.699168,17.0588387
2001-01-01,98.9553297,176.5183816,94.4927811,267.7279407,373.4566751,275.8836551,151.3075672,580.7343129,308.4817451,248.61500990000002,61.1763165,120.7041402,1601.8201856,100.0046713,24.876370100000003,635.8081145,247.04136140000003,68.237822,89.6774034,60.747334,14.1975577
2001-04-01,117.379128,211.48356870000003,99.4864541,211.1273064,216.043771,213.6436405,163.4204408,383.8637348,262.1030173,169.2350225,49.1272391,160.3859353,1614.9481071,70.3989733,22.3852873,239.1986423,112.5996105,53.347077,49.8625592,75.7714927,36.995731
2001-07-01,141.7499774,185.5861,76.75379649999999,182.850324,229.1470049,266.0395292,92.5863598,291.0312563,321.5834539,127.3406578,43.9399397,200.6347099,1567.3468803,57.9711356,41.0839992,178.8452644,105.52367240000001,57.1172462,48.8156693,62.7103123,21.2347007
2001-10-01,147.0465839,255.31477980000003,95.4192854,166.2948386,163.815228,209.68726329999998,153.3703022,392.26661060000004,219.62138570000002,141.5593703,52.3360968,212.69682290000003,1610.5715097,50.6172129,31.793440699999998,289.9260501,146.3424781,52.991104199999995,49.8862335,91.2353521,40.642345399999996
2002-01-01,206.2456457,213.396405,108.13931690000001,204.6841004,317.52117039999996,288.4038591,114.5433134,653.6135939000001,370.9668544,237.31265209999998,81.74301919999999,125.7578192,1520.0716392,83.48946360000001,63.3284663,417.2423104,289.3878893,61.850820799999994,79.45786559999999,50.548822200000004,26.0441498
2002-04-01,165.26017610000002,229.8808645,73.6661534,178.363393,161.1475189,245.68711969999998,167.0676565,419.4952915,328.2234654,153.9996646,27.3950094,179.52215059999997,1436.0414089,53.9704987,22.3544618,188.67086769999997,212.1588049,59.4134191,144.2560527,69.2472561,11.9422977
2002-07-01,97.7505273,132.82896929999998,56.1935767,131.9221106,246.7544512,158.1725657,96.3710725,371.2505581,410.4845862,100.020632,49.207419099999996,231.5495593,1554.0748758,68.59967710000001,36.4511428,151.3862791,110.01840609999999,72.3809759,56.515632100000005,64.883089,45.4944742
