x,y,shape
-0.8037392649314505,-0.8530526090979351,1
0.8528507281487729,0.3676184369996059,1
0.9271795061056534,-0.27490243756622473,1
-0.7526260566263646,-0.511565170496435,1
0.7068462242948815,0.8106791969349201,1
1.0346985222526954,0.39465502316680606,1
-0.4758451976999567,0.9897608052491426,1
-0.46030156696715135,-0.858997792847955,1
-0.6803015449553551,-0.6614948132135297,1
-1.0319692998897811,-0.021993544664472786,1
-0.24249837223970416,-1.0503327555845194,1
-0.8922583642696243,-0.3391692332153857,1
-0.802034403520755,-0.77416776747668,1
-0.047195569139956796,-1.0161379858475474,1
1.1947042666176362,-0.26900246098732894,1
-0.22148739017570518,-0.9191318958916752,1
-0.41047532001341613,0.9644790047943875,1
-0.838935270223631,-0.40797903502344335,1
-0.8891475108052228,0.614016108166731,1
0.9055641272606018,0.1845683965479906,1
-0.005794851561314873,-0.8844307094197479,1
-0.7038103949655755,0.5474924923489703,1
-1.070815706178142,-0.15898274661217776,1
1.0072376187923051,0.385175352050115,1
-0.584861589344916,0.7001177056148352,1
-0.8811401526282232,-0.011888759385060815,1
0.3269950429615886,0.9989085561223349,1
-1.047621137664612,0.11854357306077548,1
-0.11996048946103877,-1.0354107266343944,1
-0.7855329356894621,0.7134184692477883,1
0.64626878403344,-0.6435521607113924,1
-0.22493936970544892,-0.8832757178068656,1
-0.7192977459483437,-1.0133377180508023,1
-0.49549815863203106,-0.9193024001009618,1
-0.8655543338763422,-0.2556828217077825,1
-0.48027576048704373,0.7344258721568331,1
-0.5749240989766965,0.6409877387164752,1
-0.8595798498985887,0.49443233932262143,1
-0.28265519916827364,-0.863595305793604,1
-1.0065002335949174,-0.021416724179164834,1
0.7851123760707479,0.31277480516850886,1
-0.9788867704819076,-0.09269208739225476,1
-1.0229994600598684,0.3241227678284404,1
-0.2441251431724373,-0.976346931712131,1
-0.6380824608244486,-0.762434476965052,1
-0.7048956347885478,0.689572542922241,1
-0.9684060557140757,0.2980193525267316,1
-1.086022645655931,-0.28943566304773566,1
-0.7598403222247876,0.5914534242967799,1
-0.4171353939260106,0.9311215210987109,1
-0.9946155808690194,0.36541420201251884,1
-0.33546082062153787,0.9104856562753862,1
-0.7817876668413662,0.7888501983074505,1
-0.7881950337818848,-0.38289753072364763,1
-0.29672329145603527,1.0627190256295362,1
0.603422610800918,-0.8332913445710316,1
0.7617334767904221,-0.6464709233372187,1
-0.5748947619473357,-0.7834495749622271,1
0.8921440895517716,-0.216737656126802,1
-0.5006689273962444,0.8634064586497676,1
0.9350758074473382,0.09825036596730274,1
1.0044587850851587,-0.1575334229853749,1
-0.19966962714943748,1.0592972469385415,1
-0.788029457098908,0.5490921690636382,1
-0.01533481822724208,-0.9080542850926109,1
0.9248971587477159,-0.48859875867228403,1
-0.4816275221806261,-0.9187482433642803,1
0.7270509314315061,-0.7158471734395321,1
0.6369640497499164,-0.6823743934493648,1
0.9004933552161771,-0.6167030599333532,1
8.941856739653363e-4,0.836135739105192,1
-0.5425222885330996,0.8758907112512839,1
-0.8221796752272588,0.6428272922228514,1
0.7790528257946063,-0.6497653994002496,1
0.8479763254389721,0.06649989380643637,1
-0.19800828325692582,0.9679882416198466,1
-0.9154735346161287,-0.10984768772629477,1
-0.4438520716195927,0.7397405019721928,1
0.32767468778426734,1.1273213900732537,1
-0.31608093820813743,-1.1264365624859463,1
-0.28059201780699755,-1.08055137868903,1
-0.23904498156853587,0.900086951144226,1
-0.667160482091963,-0.9279020462251866,1
-0.28813077504570106,1.0723974442798,1
1.1435174071799488,0.36819454307017635,1
0.3061017371087675,1.1141219580399646,1
0.014524583251513096,-1.0411913338468095,1
-0.3498020824798893,-0.8933187371699145,1
-0.16979329226939313,1.073745447853502,1
-0.5190390469441566,0.9201127793023466,1
-0.14867444232045102,1.0540157364406642,1
0.2823286547445319,-0.9685972880952858,1
0.6789382055464233,0.679054894442866,1
0.5614207516545827,-0.8378359807713662,1
-0.44490253891206494,-0.9313836298302254,1
1.0773084823916663,-0.18590320336029595,1
-0.4430267051856287,1.04852266543875,1
0.8595534265667079,0.42933089337202995,1
0.9484301884442151,0.6246602863356786,1
0.8510002863211323,0.683223795657274,1
0.10055682386842602,1.0267912357181088,1
-0.4040630463574251,-0.8956770240093412,1
-0.056155579938554745,1.1930263113322197,1
-0.9183029749469968,-0.16788940006316558,1
-0.46468409159242724,0.8584796759237123,1
0.6557873592401139,-0.8143895531674559,1
-0.45938379516207317,-0.7955227794109607,1
0.32576470908811134,0.7271565426139865,1
0.6990588975598436,0.6970871732683964,1
-0.9833936306822071,-0.31629303929479013,1
-0.16238797242214945,-1.007095881447936,1
-0.7227553925912354,-0.7857750980495175,1
-0.9326558822481311,-0.21055680492733453,1
0.5937868370071635,0.8086133177342243,1
-0.013153580099094328,-0.9978199404663735,1
0.6575612700789685,-0.7728876232202163,1
-0.2305370035209682,-1.1948871106304553,1
0.14778654945424086,0.9050773314260503,1
0.8093646623617551,0.5477692332729149,1
-0.009407735321053316,0.9926825675648309,1
-0.183158587462188,0.9307236852640758,1
-1.0247988944185815,-0.1478061169916308,1
0.8839793040548749,0.44253917543921995,1
1.0222498772113258,0.0716783285836294,1
0.8702431104821238,-0.26509245460357733,1
0.15071369491689451,-0.8998206500876426,1
-0.858463241202387,-0.401678136971869,1
-0.9202555177712218,0.11343846678741122,1
-1.1317998325890308,-0.04553197658357703,1
0.6710755374525175,0.7883557228511546,1
0.9620106095594516,0.2536763158977556,1
0.4293570226195708,0.9774554158190446,1
-1.0267944928321744,-0.0990966219886329,1
0.2752028311723872,0.862920170292931,1
-0.8893997833282644,0.2589128712643165,1
-0.24653317344082773,-0.8259404421835932,1
-0.87508921730404,-0.683545953930707,1
-0.7620165287363427,0.26947162095020005,1
1.0628887952429864,-0.4225790951382313,1
-1.0136743519961315,0.607914395559285,1
-0.39424239212976486,0.8062671258375196,1
0.5577935121692381,0.6894171746773196,1
0.7090191610200038,-0.7834247468824728,1
-1.1022253998751057,-0.19567527678376723,1
0.6333102761383426,-0.8983686473918463,1
0.2990275725057387,-0.9016478006489389,1
0.700982846252247,-0.6587570921080783,1
0.7034446461927251,0.44448479326669543,1
0.3682010858438294,0.8052400332822619,1
0.4681268119222206,0.9114123097649385,1
-0.33659078940464593,-0.9455572688424428,1
0.10717084029153073,-0.9891408699237065,1
0.7357822997117707,-0.4079618504838176,1
